Finding ID,Report ID,Institution,Publication Date,Tier,Notes
TRANSLUCE-2025-09-JAI1-s4,TRANSLUCE-2025-09,Transluce,2025-09-03,A,"[SPLIT 2026-08-02 from TRANSLUCE-2025-09-JAI1 — 4 distinct companies' jailbreak-susceptibility rates on CBRN/drug-related content; different-companies-never-share-a-row rule applied during Tier A backfill review. GPT-5-main and GPT-5-thinking kept together as one OpenAI row (same company, same product family).] Tier A: names OpenAI/GPT-5 (both variants), jailbreak susceptibility on CBRN-adjacent content. Severity pending fresh ensemble on split entity.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL B LOG BACKFILLED 2026-08-16] Existing 'No policy uptake identified' confirmed by a three-jurisdiction sweep; see Channel B Evidence.  [BLOCKED-BATTERY CLEARED 2026-08-16] Previously flagged: a negative coding resting on a partially blocked search. Battery re-run (Channel A) and exhausted; coding unchanged and now supported by a completed search log."
UKAISI-2025-08-JAI2,UKAISI-2025-08-29,UK AISI,2025-08-29,A,"Access type pre-deployment — private fix cannot be excluded

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Moonshot; Z.ai; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL A CODED 2026-08-16] Action Level=None from the dated battery log in Sources Checked (model card, blog, release notes, news search -- 2026-06-28). Log covers 4 of the 5 sources in §8.  [CHANNEL B BATTERY RUN 2026-08-16] Policy Level=No policy uptake identified; see Channel B Evidence for the three-jurisdiction log."
PALISADE-2025-08-CYB1,PALISADE-2025-08-CABLE,Palisade Research,2025-08-26,A,"[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] [CLUBBED from CYB1+CYB2+CYB3 — 3 facets of one demonstrated capability event]. Tier A: names OpenAI/GPT-4.1, autonomous offensive-cyber capability without safeguard bypass, response reasonably expected.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL B BATTERY RUN 2026-08-16] Policy Level=No policy uptake identified; see Channel B Evidence for the three-jurisdiction log.  [BLOCKED-BATTERY CLEARED 2026-08-16] Previously flagged: a negative coding resting on a partially blocked search. Battery re-run (Channel A) and exhausted; coding unchanged and now supported by a completed search log."
CIP-2025-08-ALI1,CIP-2025-08-GPT5,Collective Intelligence Project (Weval),2025-08-20,A,"[RECLASSIFIED 2026-08-02: Tier A backfill review — named company, quantified concerning result, response reasonably expected (per rulebook §4 Tier A test); previously miscoded Tier B.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked."
CIP-2025-08-SOC1,CIP-2025-08-OPUS41,Collective Intelligence Project (Weval),2025-08-17,A,"[RECLASSIFIED 2026-08-02: Tier A backfill review — named company, quantified concerning result, response reasonably expected (per rulebook §4 Tier A test); previously miscoded Tier B.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL B LOG BACKFILLED 2026-08-16] Existing 'No policy uptake identified' confirmed by a three-jurisdiction sweep; see Channel B Evidence.  [BLOCKED-BATTERY CLEARED 2026-08-16] Previously flagged: a negative coding resting on a partially blocked search. Battery re-run (Channel A) and exhausted; coding unchanged and now supported by a completed search log."
APOLLO-2025-08-ALI2,OPENAI-2025-08-SELF,Apollo Research,2025-08-13,A,"[Tier B: reassuring primary result (lower covert-action rate than predecessor); the concerning finding is about a non-shipped internal research variant, not the deployed product.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL A BATTERY RUN 2026-08-16] Action Level=Substantive; Attribution=Explicit attribution; see Sources Checked for the five-source log.  [CHANNEL B BATTERY RUN 2026-08-16] Policy Level=No policy uptake identified; see Channel B Evidence for the three-jurisdiction log."
JOINT-2025-08-JAI1,OPENAI-2025-08-SELF,Joint UK AISI + US CAISI,2025-08-13,A,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[SOURCE URL NORMALIZATION — 2026-08-16] Row-specific source preserved here: https://openai.com/index/gpt-5-system-card/. Active Source URL standardized to the full/canonical report source shared by Report ID.  [CHANNEL B LOG BACKFILLED 2026-08-16] Existing 'No policy uptake identified' confirmed by a three-jurisdiction sweep; see Channel B Evidence."
DREADNODE-2025-08-CYB1,DREADNODE-2025-08-EVALOFFECYBE,Dreadnode,2025-08-04,A,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: absolute threshold (100% within 10 tries) on a real credential-theft chain plus unprompted evasion behavior.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL B LOG BACKFILLED 2026-08-16] Existing 'No policy uptake identified' confirmed by a three-jurisdiction sweep; see Channel B Evidence."
DREADNODE-2025-08-CYB2,DREADNODE-2025-08-EVALOFFECYBE,Dreadnode,2025-08-04,A,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: absolute 100% pass@10 on real attack chain.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Google; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL B LOG BACKFILLED 2026-08-16] Existing 'No policy uptake identified' confirmed by a three-jurisdiction sweep; see Channel B Evidence."
DREADNODE-2025-08-CYB3,DREADNODE-2025-08-EVALOFFECYBE,Dreadnode,2025-08-04,A,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: absolute 100% pass@10 on real attack chain.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [CHANNEL B LOG BACKFILLED 2026-08-16] Existing 'No policy uptake identified' confirmed by a three-jurisdiction sweep; see Channel B Evidence.  [BLOCKED-BATTERY CLEARED 2026-08-16] Previously flagged: a negative coding resting on a partially blocked search. Battery re-run (Channel A) and exhausted; coding unchanged and now supported by a completed search log."
DREADNODE-2025-08-CYB4,DREADNODE-2025-08-EVALOFFECYBE,Dreadnode,2025-08-04,A,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: absolute 100% pass@10 on real attack chain.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→A; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Moonshot; concerning=Yes; frontier-relevant=Yes; response-reasonable=Yes; recency=Not excluded for recency; confidence=High; human-review=Stratified sample. Rationale: Empirical concerning result about a frontier-relevant named system; an accountable developer is identifiable and a specific response is reasonable. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked."
