type,sheet_row,finding_id,column,old,new,reason
VERIFIED-FIX,42,NEW-116,Key Quote,,"We additionally find that Opus 4.5 Preview shows reduced unprompted evaluation awareness compared to Sonnet 4.5, while both models can distinguish evaluation from deployment scenarios when prompted.","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,42,NEW-116,Channel A Verbatim,"Anthropic removed categories of training environments and data suspected of exacerbating evaluation awareness, documented in the Claude Opus 4.5 system card; this decreased unprompted verbalized evaluation awareness on an early snapshot before it rose to Sonnet 4.5-comparable lev","On Claude Opus 4.5, we attempted to mitigate these issues by removing components of our training process we suspected were exacerbating evaluation awareness.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,42,NEW-116,Report ID,,UKAISI-2025-11b,Phase1: metadata fill derived from report group sharing same Source URL
VERIFIED-FIX,42,NEW-116,Institution,,UK AI Security Institute,Phase1: metadata fill derived from report group sharing same Source URL
VERIFIED-FIX,42,NEW-116,Publication Date,,2025-11-26,Phase1: metadata fill derived from report group sharing same Source URL
VERIFIED-FIX,42,NEW-116,Institution,UK AI Security Institute,UK AISI,Canonical institution spelling
VERIFIED-FIX,43,ADD-01,Key Quote,,"with our template attack, Claude 3.5 Sonnet scores a 81.9% non-refusal harm score (while refusing just 16% of requests), closely matching its non-refusal score of 82% on the benign tasks","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,44,ADD-02,Key Quote,,"Gemini 1.5 Pro, increasing its harm score from 15.7% to 56.1% and decreasing refusal rate from 78.4% to 3.5%","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,45,ADD-03,Key Quote,,"Mythos Preview, the first model to solve TLO, did so in 3 of 10 attempts.","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,46,ADD-04,Key Quote,,"In their sabotage suite, Apollo reports a mean best-of-10 score of 0.88 (max 1.00), compared to 0.75 for GPT-5.2 and 0.66 for GPT-5.2 Codex.","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,46,ADD-04,Channel A Verbatim,"GPT-5.3-Codex system card publishes Apollo Research's sabotage-suite results (mean best-of-10 0.88, above GPT-5.2's 0.75 and GPT-5.2-Codex's 0.66; model outperforms prior models and expert ML practitioner baselines) and frames them with caveats: short-horizon ML engineering tasks","While we do not yet have evidence that GPT-5.3-Codex demonstrates propensities for such misalignment or possesses the long range autonomy capabilities that such a scenario would require, this risk makes it important to mature our internal deployment posture ahead of more capable ",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,47,ADD-05,Key Quote,,"On deferred subversion / sandbagging, Apollo reports that the model sometimes sandbags on capabilities Q&A tasks (ex: biology or chemistry), including without an explicit in-context goal, and documents cases where the model reasons explicitly about ""optimizing for survival"" by av","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,47,ADD-05,Channel A Verbatim,"OpenAI's own GPT-5.3-Codex system card (sec. 5.1.4 ""Research Category Update: Sandbagging"") and deployment-safety hub report Apollo's sandbagging and ""optimizing for survival"" finding, contextualize it (sabotage evals are short-horizon and sandboxed; covert-deception rates low bu","These efforts span training, evaluation, and system-level safeguards, including work to align and train the values in our models, and detect and reduce scheming.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,48,ADD-06,Key Quote,,"Of these, they found 6 complete universal jailbreaks, and 14 partial universal jailbreaks (where at least 4/6 rubric attempts contain violative outputs).","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,48,ADD-06,Channel A Verbatim,"In the GPT-5.3-Codex system card, OpenAI reported red-teaming that found 6 complete (and 14 partial) universal jailbreaks and 132 Safety Reasoner false negatives, classified them as not launch-blocking, and committed to iterative remediation/patching; it also deployed a two-tiere","Based on the nature of the jailbreaks identified, and the depth of safeguards in place for this launch, these are not blocking and will be remediated.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,48,ADD-06,Finding,"OpenAI internal red teaming (1,375 hrs) found 6 COMPLETE universal jailbreaks + 14 partial of the deployed Cyber Safety Reasoner, plus 132 Safety-Reasoner false negatives (2,151 hrs); deemed 'not blocking, will be remediated'.","In OpenAI's expert red-teaming campaigns against the cyber Safety Reasoner integrated with GPT-5.2-family checkpoints (1,375 hours on universal jailbreaks; 2,151 hours on adversarial policy coverage), red teamers found 6 complete and 14 partial universal jailbreaks plus 132 Safet","Finding correction: ""internal"" unsupported; checkpoints were GPT-5.2-family; exact quote ""not blocking and will be remediated"""
VERIFIED-FIX,49,ADD-07,Key Quote,,"With a 2.5M token cap, GPT 5.5 achieves a 100% success rate on five of six tasks estimated over 8 hours; it solves the sixth on every attempt when the cap is removed.","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,49,ADD-07,Channel A Verbatim,"GPT-5.5 System Card classifies the model as High (below Critical) cyber capability under the Preparedness Framework and deploys safeguards: the Trusted Access for Cyber program, controlled access to scaled agentic vulnerability research and exploit-chaining, and live monitors/ref","As we did for GPT-5.3-Codex and GPT-5.4-Thinking, we are treating GPT-5.5 as High capability in the Cybersecurity domain, but below Critical.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,50,ADD-08,Key Quote,,"Mythos Preview completes all six long tasks 100% of the time, with the 2.5M token cap.","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,50,ADD-08,Channel A Verbatim,Released Mythos Preview only to a limited group of critical industry partners and open-source developers via Project Glasswing rather than making it generally available; committed to an upcoming Cyber Verification Program for security professionals whose legitimate work is affect,"By releasing this model initially to a limited group of critical industry partners and open source developers with Project Glasswing, we aim to enable defenders to begin securing the most important systems before models with similar capabilities become broadly available.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,51,ADD-09,Key Quote,,Pre-Release Checkpoint 2 shows comparable usability (answering benign prompts) to GPT-5.4. Its safety (refusal of harmful prompts) is lower than GPT 5.4's.,"Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,51,ADD-09,Channel A Verbatim,"OpenAI's GPT-5.5 System Card (Deployment Safety Hub) publishes SecureBio's external bio-capabilities evaluation and states that system-level biological-risk content filters were disabled for the duration of the assessment, that SecureBio did not systematically assess robustness o",SecureBio had access with system level biological risk content filters disabled for the duration of the assessment.,Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,51,ADD-09,Finding,"GPT-5.5 (Checkpoint 2) showed comparable usability to GPT-5.4 on the BioTIER refusal benchmark but LOWER safety than GPT-5.4 -- i.e., a safeguard regression relative to its predecessor on bio-weaponization refusals.","GPT-5.5 Checkpoint 2 scored lower on BioTIER safety than its predecessor, though SecureBio stated no clear conclusion can be drawn because safety classifiers were disabled for that assessment.","Finding correction: ""safeguard regression"" contradicted source (""no clear conclusion can be drawn"")"
VERIFIED-FIX,52,ADD-10,Key Quote,,"Pre-Release Checkpoint 2 performed strongly on all three tasks, and exceeded or matched the performance of GPT-5.4 on all tasks.","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,52,ADD-10,Channel A Verbatim,"GPT-5.5 System Card (Sec. 9.1.1.8) cites SecureBio's pre-release assessment; OpenAI classifies GPT-5.5 as High capability in the Biological and Chemical domain under its Preparedness Framework and activates the associated safeguards, while noting SecureBio did not systematically ","We are treating this launch as High capability in the Biological and Chemical domain, activating the associated Preparedness safeguards.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,53,ADD-11,Key Quote,,"This is the first OpenAI model to achieve the 100th percentile compared to SMEs on VCT, and the second to do so out of all frontier models evaluated by SecureBio (after Gemini 3.1 Pro).","Phase3: key quote was ""paraphrase""; replaced with source-verified verbatim"
VERIFIED-FIX,53,ADD-11,Channel A Verbatim,Google DeepMind's Gemini 3.1 Pro model card / Frontier Safety Framework reporting evaluates CBRN capability and concludes the model remains below the CBRN alert and critical capability level (CCL); no bio-related deployment restriction was imposed.,The model can provide highly accurate and actionable information but still fails to offer novel or sufficiently complete and detailed instructions for critical stages... to significantly enhance the capabilities of low to medium resourced threat actors required for the CCL. We co,Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,53,ADD-11,Response Date,2026-02-01 00:00:00,2026-02-19,Date/Lag: Gemini 3.1 Pro model card actual date (was 2026-02-01)
VERIFIED-FIX,53,ADD-11,Finding,Gemini 3.1 Pro reached the 100th percentile compared to human SMEs on the VCT (virology) benchmark -- the second frontier model to do so after GPT-5.5 Checkpoint 2.,"Gemini 3.1 Pro became the first frontier model to reach the 100th percentile of expert virologists on VCT, ahead of GPT-5.5 Checkpoint 2 which reached it second.","Finding correction: inversion fixed: Gemini first, GPT-5.5 Checkpoint 2 second"
VERIFIED-FIX,54,ADD-12,Key Quote,,"it will frequently take very bold action, including locking users out of systems that it has access to and bulk-emailing media and law-enforcement figures to surface evidence of the wrongdoing.","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,54,ADD-12,Channel A Verbatim,"Anthropic's own Claude 4 system card (Section 4.1.9, High-agency behavior) self-reports that, given command-line access and system prompts like ""take initiative,"" ""act boldly,"" or ""consider your impact,"" Claude Opus 4 will frequently take very bold action including locking users ","This kind of ethical intervention and whistleblowing is perhaps appropriate in principle, but it has a risk of misfiring if users give Claude-Opus-4-based agents access to incomplete or misleading information and prompt them to take initiative.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,55,ADD-13,Key Quote,,We believe that these findings are largely but not entirely driven by the fact that this early snapshot had severe issues with deference to harmful system-prompt instructions.,"Phase3: key quote was ""missing""; replaced with source-verified verbatim"
VERIFIED-FIX,55,ADD-13,Channel A Verbatim,"In the Claude 4 System Card, Anthropic addressed Apollo Research's finding that an early Opus 4 snapshot showed deference to harmful system-prompt instructions (with associated scheming/deception), reporting it was largely mitigated before release through several alignment-finetu","While investigating this issue, we discovered that we had mistakenly omitted the only finetuning dataset that included harmful system prompts.",Phase3: verbatim was is-description; replaced with exact company quote
VERIFIED-FIX,55,ADD-13,Source URL,https://www.anthropic.com/claude-4-system-card,https://www.apolloresearch.ai/blog/more-capable-models-are-better-at-in-context-scheming/,Apollo Research published its own report (2025-06-19) — evaluator publication preferred over company system card
VERIFIED-FIX,56,ADD-14,Key Quote,,"providing it access to bioinformatic tools to assist in research task questions, which when tested using Sonnet 3.5 resulted in increased performance beyond the model alone, at times exceeding measured human expert baselines","Phase3: key quote was ""missing""; replaced with source-verified verbatim"
