venue,item_title,url,publication_date,decision,reason,report_id,sweep_date,sweeper
EPFL,AI enables a Who's Who of brown bears in Alaska,https://ai.epfl.ch/ai-enables-a-whos-who-of-brown-bears-in-alaska,2026-01-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,New AI system pushes the time limits of generative video,https://ai.epfl.ch/new-ai-system-pushes-the-time-limits-of-generative-video,2026-02-06,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,A New Reference Model for Machine-Learning-Driven Materials Discovery,https://ai.epfl.ch/a-new-reference-model-for-machine-learning-driven-materials-discovery,2026-02-09,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"AI, good servant, bad master",https://ai.epfl.ch/ai-good-servant-bad-master,2026-02-10,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Resource-sharing boosts robotic resilience,https://ai.epfl.ch/resource-sharing-boosts-robotic-resilience,2026-02-12,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Giovanni De Micheli enters American National Academy of Engineering,https://ai.epfl.ch/giovanni-de-micheli-enters-american-national-academy-of-engineering,2026-02-19,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,New AI algorithm is designed to obey the laws of physics,https://ai.epfl.ch/new-ai-algorithm-is-designed-to-obey-the-laws-of-physics,2026-02-20,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL joins $25 million research on cancer avoidance,https://ai.epfl.ch/epfl-joins-25-million-research-on-cancer-avoidance,2026-03-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Open-Source LLM Builders Summit: What It Will Take to Enable Global Collaboration,https://ai.epfl.ch/open-source-llm-builders-summit-what-it-will-take-to-enable-global-collaboration,2026-03-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI helps marine scientists track floating debris from space,https://ai.epfl.ch/ai-helps-marine-scientists-track-floating-debris-from-space,2026-03-09,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Apertus powers in-house AI translation for Ticino,https://ai.epfl.ch/apertus-powers-in-house-ai-translation-for-ticino,2026-03-17,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,The myth of neutrality in Generative AI,https://ai.epfl.ch/the-myth-of-neutrality-in-generative-ai,2026-03-23,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,When self-driving cars become socially intelligent,https://ai.epfl.ch/when-self-driving-cars-become-socially-intelligent,2026-03-25,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,How to teach the same skill to different robots,https://ai.epfl.ch/how-to-teach-the-same-skill-to-different-robots,2026-04-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,What your voice gives away,https://ai.epfl.ch/what-your-voice-gives-away,2026-04-17,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL researchers successfully mimic dyslexia in an AI brain,https://ai.epfl.ch/epfl-researchers-successfully-mimic-dyslexia-in-an-ai-brain,2026-04-23,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Drones and AI help cities combat traffic congestion,https://ai.epfl.ch/drones-and-ai-help-cities-combat-traffic-congestion,2026-04-27,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI helps chemists design molecules step by step,https://ai.epfl.ch/ai-helps-chemists-design-molecules-step-by-step,2026-04-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,New AI closes data gaps and shows how extreme weather emerges on Earth,https://ai.epfl.ch/new-ai-closes-data-gaps-and-shows-how-extreme-weather-emerges-on-earth,2026-05-13,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI generates first complete models of proteins in motion,https://ai.epfl.ch/ai-generates-first-complete-models-of-proteins-in-motion,2026-05-18,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Two AI platforms transform molecular design,https://ai.epfl.ch/two-ai-platforms-transform-molecular-design,2026-05-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL launches cloud access to real quantum computers,https://ai.epfl.ch/epfl-launches-cloud-access-to-real-quantum-computers,2026-05-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,AI brings object-level vision prosthetics closer to reality,https://ai.epfl.ch/ai-brings-object-level-vision-prosthetics-closer-to-reality,2026-06-02,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Do AI systems learn the same view of the world?,https://ai.epfl.ch/do-ai-systems-learn-the-same-view-of-the-world,2026-06-08,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,When brain stimulation learns to walk with you,https://ai.epfl.ch/when-brain-stimulation-learns-to-walk-with-you,2026-06-15,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL launches the world's first fully open medical LLMs,https://ai.epfl.ch/epfl-launches-the-worlds-first-fully-open-medical-llms,2026-06-17,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Smarter waste sorting with AI,https://ai.epfl.ch/smarter-waste-sorting-with-ai,2026-06-25,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL researchers create an AI model that thinks like we do,https://ai.epfl.ch/epfl-researchers-create-an-ai-model-that-thinks-like-we-do,2026-06-26,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Nine ERC Advanced Grants awarded to EPFL researchers,https://ai.epfl.ch/nine-erc-advanced-grants-awarded-to-epflresearchers,2026-06-29,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Mice actively seek better views to make visual decisions,https://ai.epfl.ch/mice-actively-seek-better-views-to-make-visual-decisions,2026-07-01,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,"AI tools are cultural artifacts, not neutral software",https://ai.epfl.ch/ai-tools-are-cultural-artifacts-not-neutral-software,2026-07-03,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,EPFL Lab and UNICC advance responsible AI through joint evaluation of LLM safety,https://ai.epfl.ch/epfl-lab-and-unicc-advance-responsible-ai-through-joint-evaluation-of-llm-safety,2026-07-20,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Using future data to better predict Switzerland's rail energy demand,https://ai.epfl.ch/using-future-data-to-better-predict-switzerlands-rail-energy-demand-2,2026-07-21,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EPFL,Apertus 1.5: Building the next generation of open AI infrastructure,https://ai.epfl.ch/apertus-1-5-building-the-next-generation-of-open-ai-infrastructure1-2,2026-07-24,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
EU AI Office (European Commission),Workshops on reference testing and experimentation facilities for Artificial Intelligence in the Digital Europe Programme,https://digital-strategy.ec.europa.eu/en/library/workshops-reference-testing-and-experimentation-facilities-artificial-intelligence-digital-europe,2020-02-11,EXCLUDED - not an evaluation,"Event report on five January 2020 Commission workshops refining the TEF concept; planning/consultation summary with presentation links, no empirical findings or system evaluation",,2026-08-01,eval-lean
EU AI Office (European Commission),Assessment List for Trustworthy Artificial Intelligence (ALTAI) for self-assessment,https://digital-strategy.ec.europa.eu/en/library/assessment-list-trustworthy-artificial-intelligence-altai-self-assessment,2020-07-17,EXCLUDED - not an evaluation,"A self-assessment checklist/methodology tool guiding developers to evaluate their own AI against seven trustworthiness requirements; a guidance instrument, not an evaluator-published report of findings on any system",,2026-08-01,eval-lean
EU AI Office (European Commission),2021 Workshops on Sectorial Testing and Experimentation Facilities for Artificial Intelligence under the Digital Europe Programme,https://digital-strategy.ec.europa.eu/en/library/2021-workshops-sectorial-testing-and-experimentation-facilities-artificial-intelligence-under,2021-07-13,EXCLUDED - not an evaluation,"Workshop announcement/summary (five 2021 DG CNECT TEF workshops) with agendas, slides, and polling input; a consultation/planning artifact, not an evaluation of AI systems",,2026-08-01,eval-lean
EU AI Office (European Commission),Event Report: Coordination and Support action (CSA) to apply a cross-sector perspective to sectorial Testing and Experimentation Facilities,https://digital-strategy.ec.europa.eu/en/library/event-report-coordination-and-support-action-csa-apply-cross-sector-perspective-sectorial-testing,2023-05-17,EXCLUDED - not an evaluation,Event report summarizing a DG CONNECT information session on coordinating AI Testing and Experimentation Facilities; organizational/infrastructure discussion with no model findings or performance metrics,,2026-08-01,eval-lean
EU AI Office (European Commission),Commission Opinion on the assessment of the General-Purpose AI Code of Practice,https://digital-strategy.ec.europa.eu/en/library/commission-opinion-assessment-general-purpose-ai-code-practice,2025-08-01,EXCLUDED - not an evaluation,"Policy opinion confirming the GPAI Code of Practice is an adequate voluntary compliance tool under the AI Act; assesses a regulatory framework, not any specific AI model - no qualifying findings per SS1.0",,2026-08-01,eval-lean
EU AI Office (European Commission),European Commission and OECD collaborate on monitoring national AI strategies and AI investments,https://digital-strategy.ec.europa.eu/en/library/european-commission-and-oecd-collaborate-monitoring-national-ai-strategies-and-ai-investments,2026-05-19,EXCLUDED - not an evaluation,"Announcement of a Commission-OECD collaboration to monitor national AI policies/investments; outputs are policy-monitoring baselines and methodologies, not evidence-backed evaluations of AI systems",,2026-08-01,eval-lean
EU AI Office (European Commission),EU Action Plan on Cybersecurity and Artificial Intelligence,https://digital-strategy.ec.europa.eu/en/library/eu-action-plan-cybersecurity-and-artificial-intelligence,2026-07-07,EXCLUDED - not an evaluation,"Strategic policy/action-plan document setting objectives and proposed initiatives (secure testing platforms, EU Grand Challenge); forward-looking plan with no measured results or empirical model findings per SS1.0",,2026-08-01,eval-lean
EU AI Office (European Commission),Factsheet - Action Plan on Cybersecurity and Artificial Intelligence,https://digital-strategy.ec.europa.eu/en/library/factsheet-action-plan-cybersecurity-and-artificial-intelligence,2026-07-07,EXCLUDED - not an evaluation,"Promotional factsheet/announcement introducing the Cybersecurity+AI Action Plan; no empirical findings, data, or system evaluation - secondary to the plan itself",,2026-08-01,eval-lean
EU AI Office (European Commission),Commission opinion on the assessment of the Code of Practice on Transparency of AI-generated Content,https://digital-strategy.ec.europa.eu/en/library/commission-opinion-assessment-code-practice-transparency-ai-generated-content,2026-07-09,EXCLUDED - not an evaluation,"Policy opinion by the Commission/AI Board concluding the voluntary Transparency Code of Practice adequately addresses AI Act transparency obligations; a regulatory adequacy assessment of a code, not an evidence-backed evaluation of any AI system - no findings per SS1.0",,2026-08-01,eval-lean
FAR.AI,AI Safety as a Global Public Good (2024 Newsletter),https://www.far.ai/newsletters/2024-global-public-good,,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,2025 Q1: AI Safety: From Research to Global Action,https://www.far.ai/newsletters/2025-q1-ai-safety,,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,2025 Q2: Building Bridges: From Research to Global Workshops,https://www.far.ai/newsletters/2025-q2-building-bridges,,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,2025 Q4: From Discovery to Deployment: Shaping Safer AI Systems,https://www.far.ai/newsletters/2025-q4-discovery-to-deployment,,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,RL with KL penalties is better viewed as Bayesian inference,https://www.far.ai/research/rl-with-kl-penalties-is-better-viewed-as-bayesian-inference,2022-08-07,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,Few-shot Adaptation Works with UnpredicTable Data,https://www.far.ai/research/few-shot-adaptation-works-with-unpredictable-data,2022-08-07,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,imitation: Clean Imitation Learning Implementations,https://www.far.ai/research/imitation-clean-imitation-learning-implementations,2022-09-21,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,Training Language Models with Language Feedback,https://www.far.ai/research/training-language-models-with-language-feedback,2022-11-16,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,Adversarial Policies Beat Superhuman Go AIs,https://www.far.ai/research/adversarial-policies-beat-superhuman-go-ais,2023-01-08,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,Pretraining Language Models with Human Preferences,https://www.far.ai/research/pretraining-language-models-with-human-preferences,2023-02-15,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,AI Safety in a World of Vulnerable Machine Learning Systems,https://www.far.ai/blog/ai-safety-in-a-world-of-vulnerable-machine-learning-systems,2023-03-04,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,Eliciting Latent Predictions from Transformers with the Tuned Lens,https://www.far.ai/research/eliciting-latent-predictions-from-transformers-with-the-tuned-lens,2023-03-14,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
FAR.AI,Training Language Models with Language Feedback at Scale,https://www.far.ai/research/training-language-models-with-language-feedback-at-scale,2023-03-27,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
