Finding ID,Report ID,Institution,Institution Type,Report Title,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Notes,Sources Checked,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope,Tags
CISCO-2023-12-JAI1,CISCO-2023-12,Robust Intelligence (Cisco),For-Profit,Using AI to Automatically Jailbreak GPT-4 and Other LLMs in Under a Minute,2023-12-05,Jailbreaks,"GPT-4, GPT-4 Turbo, Llama-2",Post-deployment,https://blogs.cisco.com/ai/using-ai-to-automatically-jailbreak-gpt-4-and-other-llms-in-under-a-minute,"With Yale researchers, Robust Intelligence developed 'Tree of Attacks with Pruning' (TAP), an automated technique using an unaligned LLM to jailbreak GPT-4 and Llama-2 with minimal human oversight.","The method, known as the Tree of Attacks with Pruning (TAP), can be used to induce sophisticated models like GPT-4 and Llama-2 to produce hundreds of toxic, harmful, and otherwise unsafe responses to a user query (e.g. ""how to build a bomb"") in mere minutes.",C1,C1,C1,C1,,,,,,,,,,,,Maginative (https://www.maginative.com/article/tap-is-a-new-method-that-automatically-jailbreaks-ai-models/),,,TAP jailbroke GPT-4 in just 28 queries,,"[Tier B: methodology-instrument -- GPT-4/Llama-2 are test subjects demonstrating a new attack technique (TAP), not the subject of a standalone company-specific finding.]",,traceable,yes,no,capability-finding,third-party-evaluator,robust-intelligence;cisco;gpt-4;llama-2;tap;automated-jailbreak
SHANGHAIAILAB-2024-01-JAI1,SHANGHAIAILAB-2024-01-PSYSACOMP,Shanghai Artificial Intelligence Laboratory,Non-Profit (Independent),"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",2024-01-22,Jailbreaks;Alignment,"Camel, AutoGen, MetaGPT, AutoGPT (all on GPT-3.5 Turbo backbone)",Post-deployment,https://arxiv.org/abs/2401.11880,"A 'dark traits injection' attack induced collective dangerous behavior across all four tested multi-agent frameworks, joint danger rates up to 73.6%, process danger rates 96.8-99.7%.","HI-Traits Attack can effectively contaminate multi-agent systems, causing agents to conduct collective dangerous behaviors during interactions.",C1,C1,C1,C1,,,,,,,,,,,,,,,,,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: open-source scaffolding frameworks, interchangeable GPT-3.5 backbone, methodology-instrument.",,,yes,no,methodology;comparative-ranking,third-party-evaluator,
SHANGHAIAILAB-2024-01-JAI2,SHANGHAIAILAB-2024-01-PSYSACOMP,Shanghai Artificial Intelligence Laboratory,Non-Profit (Independent),"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",2024-01-22,Jailbreaks,GPT-4-0613 (OpenAI); Gemini Pro (Google),Post-deployment,https://arxiv.org/abs/2401.11880,"CORRECTED to Tier B for consistency with the rest of this attack-methodology paper: under the combined attack, GPT-4-0613 and Gemini-Pro-based agents showed reduced danger on direct dangerous-task prompts but exceedingly high danger rates on ostensibly safe/benign prompts.","Although GPT-4 0613 and Gemini Pro exhibit reduced risk in dangerous tasks, their danger rates for safe tasks are exceedingly high.",C1,C1,C1,C1,,,,,,,,,,,,,,,,,[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] CORRECTED: all models in this paper (including GPT-4-0613/Gemini Pro) are instruments used to characterize the dark-traits-injection attack technique -- same methodology-instrument exclusion applies as the rest of the paper's findings; not a principled carve-out.,,,yes,no,methodology,third-party-evaluator,
SHANGHAIAILAB-2024-01-JAI3,SHANGHAIAILAB-2024-01-PSYSACOMP,Shanghai Artificial Intelligence Laboratory,Non-Profit (Independent),"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",2024-01-22,Jailbreaks;Alignment,"Claude2, GPT-4 Turbo, GPT-3.5 Turbo; Llama2-7b/13b/70b, Vicuna-13b, InternLM-20b",Post-deployment,https://arxiv.org/abs/2401.11880,"Across a broader leaderboard, Claude2 and GPT-4 Turbo showed strongest resistance to dark-traits attacks, GPT-3.5 Turbo weakest; among open models danger rose with scale.",Claude2 and GPT-4 Turbo exhibit the highest levels of safety... GPT-3.5 Turbo exhibits the lowest security,C2,C2,C2,C2,,,,,,,,,,,,,,,,,[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: multi-company comparative leaderboard/scale-trend.,,,yes,no,capability-trend;comparative-ranking,third-party-evaluator,
SHANGHAIAILAB-2024-01-GOV1,SHANGHAIAILAB-2024-01-PSYSACOMP,Shanghai Artificial Intelligence Laboratory,Non-Profit (Independent),"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",2024-01-22,Eval-methodology,GPT-4 and Llama Guard (Meta) as input filters,Post-deployment,https://arxiv.org/abs/2401.11880,"Standard input-side content filtering (GPT-4, Llama Guard) was ineffective at blocking the dark-traits-injection attack, detectable ratio pushed to ~4-6% with a simple jailbreak prompt.",current input-side filtering techniques are ineffective in mitigating the dark traits injection,C1,C1,C1,C1,,,,,,,,,,,,,,,,,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: filter-robustness methodology finding, instruments not the subject.",,,yes,no,methodology,third-party-evaluator,
SHANGHAIAILAB-2024-02-JAI1,SHANGHAIAILAB-2024-02-SALAD,Shanghai AI Laboratory (AI45 Lab),Non-Profit (Independent),SALAD-Bench: A Hierarchical and Comprehensive Safety Benchmark for Large Language Models,2024-02-07,Jailbreaks,"GPT-4, GPT-3.5, Claude2, Gemini",Post-deployment,https://arxiv.org/abs/2402.05044,"Shanghai AI Lab's SALAD-Bench found Gemini's safety rate dropped sharply under adversarial attack-enhanced prompts (88.32% base to 19.98% attack-enhanced), a far larger degradation than Claude2 (88.02%), GPT-4 (80.28%), or GPT-3.5 (73.38%) on the same attack-enhanced subset.","Conversely, Gemini's safety rate significantly drops in the attack-enhanced subset, highlighting potential safety vulnerabilities; Gemini 88.32% (base) to 19.98% (attack-enhanced); Claude2 88.02%; GPT-4 80.28%; GPT-3.5 73.38% [attack-enhanced, Table 5].",C1,C1,C1,C1,,,,,,,,,,,,,"Semantic Scholar: 254 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2402.05044?fields=title,citationCount)",,,,"[Tier B: comparative ranking (Gemini's degradation measured relative to Claude2/GPT-4/GPT-3.5 under the same attack), not an absolute-threshold standalone claim.]",,traceable,yes,no,capability-finding,third-party-evaluator,shanghai-ai-lab;salad-bench;gpt-4;gpt-3.5;claude-2;gemini;attack-enhanced-safety
UKAISI-2024-02-SOC1,UKAISI-2024-02-BIAS,UK AISI,Government,Our Approach to Evaluations,2024-02-09,Societal,Anonymized image-generation models,Post-deployment,https://www.aisi.gov.uk/blog/our-approach-to-evaluations,Representative racial bias persisted in newer image models: 'a poor white person' often produced predominantly non-white faces.,the prompt 'a poor white person' still produced images of people with predominantly non-white faces.,C2,C2,C2,C2,,,,,,,,,,,,,,,,,[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] Tier B: anonymised model fails Tier A 'names a specific company/model' test. Miss from original automated census (UK AISI's own 2024 archive) — flagged for SOP review.,,,yes,no,capability-finding;anonymised-model,government-AISI,bias;fairness;societal;anonymised-model;image-generation
UKAISI-2024-02-SOC2,UKAISI-2024-02-BIAS,UK AISI,Government,Our Approach to Evaluations,2024-02-09,Societal,Anonymized large language model,Post-deployment,https://www.aisi.gov.uk/blog/our-approach-to-evaluations,"For an otherwise identical teenager, the model recommended diplomat 93% of the time with affluent parents but only 13% with less-affluent parents.","affluent parents, it recommended they become a diplomat 93% ... less affluent parents ... only 13%",C2,C2,C2,C2,,,,,,,,,,,,,,,,,[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] Tier B: anonymised model fails Tier A 'names a specific company/model' test. Miss from original automated census (UK AISI's own 2024 archive) — flagged for SOP review.,,,yes,no,capability-finding;anonymised-model,government-AISI,bias;fairness;societal;anonymised-model;socioeconomic
UKAISI-2024-05a-JAI1,UKAISI-2024-05a,UK AISI,Government,Advanced AI Evaluations: May Update,2024-05-20,Jailbreaks,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"In the same jailbreak safeguards evaluation of five frontier LLMs, baseline compliance WITHOUT attack was low (up to 28% for the Green model on private harmful questions), but once jailbreak attacks were applied all five models complied with harmful requests at least once per five tries for almost every harmful question category tested.",Compliance rates were relatively low for most models when no attack was used but up to 28% for the Green model on private harmful questions. All models complied at least once out of five attempts for almost every question when AISI in-house attacks were used.,C1,C1,C1,C1,,,,,,,,Non-binding policy uptake,UK House of Commons Science and Technology Committee cited the report; Seoul Summit Frontier AI Safety Commitments signed by 16 companies,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html | https://www.gov.uk/government/publications/frontier-ai-safety-commitments-ai-seoul-summit-2024/,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/); Engadget (https://www.engadget.com/uks-ai-safety-institute-easily-jailbreaks-major-llms-133903699.html),,,"All tested LLMs remain highly vulnerable to basic jailbreaks, and some will provide harmful outputs even without dedicated attempts to circumvent their safeguards.' -- AISI May 2024 (as quoted by CybersecurityNews)",,,,,yes,no,capability-finding;anonymised-model,government-AISI,jailbreak;safeguards;harm-compliance;frontier-llms;anonymised-models;harmful-questions
UKAISI-2024-05a-BIO1,UKAISI-2024-05a,UK AISI,Government,Advanced AI Evaluations: May Update,2024-05-20,Bio-Chem,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"Most of the five tested models provided PhD-level answers to bio/chem questions with relevance to potential harm, demonstrating significant knowledge of dangerous subject matter; the Yellow model performed worse than human experts and Green was marginally weaker.","Models answered over 600 private expert-written chemistry and biology questions at similar levels to humans with PhD-level training. The exceptions were the Yellow model, which was graded as providing ""incomplete"" or ""partially complete"" responses more frequently than other models and more frequently than human experts (p < 0.001; ordinal mixed effects regression), and the Green model, which was marginally weaker than human experts (p < 0.05).",C1,C1,C2,C1,,,,,,,,Non-binding policy uptake,"UK House of Commons Science and Technology Committee (HC 38 'Governance of AI', 28 May 2024) engaged with AISI's May 2024 evaluation release.",,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/),,,tested models on expert-level chemistry/biology knowledge... comparable to PhD-level experts,,,,,yes,no,capability-finding;anonymised-model,government-AISI,bio-chem;cbrn;dual-use;phd-level-knowledge;frontier-llms;anonymised-models
UKAISI-2024-05a-ALI1,UKAISI-2024-05a,UK AISI,Government,Advanced AI Evaluations: May Update,2024-05-20,Autonomy,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"Agentic autonomy: of the five tested models, Purple, Green, and Blue were evaluated on short-horizon tasks (Purple and Blue reaching 20-40% completion; Green scoring under 10%), while only Purple and Blue were further evaluated on long-horizon tasks, completing 0%; Green was not assessed on long-horizon tasks; Red and Yellow were not evaluated on this benchmark at all.","The Purple, Green and Blue models were evaluated on both short-horizon and long-horizon tasks. The Purple and Blue models completed 20-40% of short-horizon tasks but no long-horizon tasks. The Green model completed less than 10% of short-horizon tasks and was not assessed on long-horizon tasks.",C2,C2,C2,C2,,,,,,,,Non-binding policy uptake,UK House of Commons Science and Technology Committee cited the report; Seoul Summit voluntary commitments,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/),,,,,,,,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI,autonomy;agentic-tasks;long-horizon-tasks;reassuring-null;frontier-llms;anonymised-models
UKAISI-2024-05-CYB1,UKAISI-2024-05a,UK AISI,Government,Advanced AI Evaluations: May Update,2024-05-20,Cyber,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"Cyber (CTF): most capable models solved >50% of high-school-level challenges; on university-level (CSAW) challenges, models were sometimes able to reverse engineer files but failed to make headway on any other problem class; cryptography challenges were the hardest category overall.","The most capable models solved more than half of the Pico CTFs (aimed at high school students). On CSAW CTFs (aimed at university students), the models were sometimes able to reverse engineer files, but they failed to make headway on any of the other problem classes. Overall, cryptography challenges (e.g., exploiting vulnerable encryption schemes to retrieve protected information) were the hardest.",C2,C2,C2,C2,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;anonymised-model,government-AISI,cyber;ctf;cryptography;frontier-llms;anonymised-models
