Finding ID,Report ID,Institution,Report Title,Publication Date,Domain,Tags,Models / Systems,Access Type,Source URL,Finding,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Unanimous / SPLIT,Action Level,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Sources Checked,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Traction Score,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Confidence,Notes,Key Quote,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope
JOINT-2024-11-BIO1,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Bio-Chem,claude-3.5-sonnet;anthropic;bio-chem;cbrn;human-baseline;reassuring-null,Claude 3.5 Sonnet (Oct 2024),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"Claude 3.5 Sonnet's bio/chem capability remained below expert human baselines in most tests, indicating the model did not provide meaningful uplift toward biological or chemical weapons pathways.",C2,C2,C2,C2,yes,,,,,,,,Evidence URL anthropic.com/news/uk-us-aisi is 404 with no Wayback capture; no admissible company primary source exists for this response (2026-07-15),,,,,Low,,,,"We found that the models displayed several characteristics that may be of concern, including their willingness to comply with requests for harmful information when presented in certain ways.' -- Joint evaluation report",,High,"access type pre-deployment -- private fix cannot be excluded; reassuring finding (model below expert) -- Low severity appropriate Companion academic paper identified: ""UK AISI / US AISI Joint Pre-Deployment Test: Claude 3.5 Sonnet"" (https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/673b689ec926d8d32e889a8e_UK-US-Testing-Report-Nov-19.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.",performance was comparable to reference models and significantly below measured human expert baselines in most instances.,,yes,no,capability-finding;reassuring-null,government-AISI
NETWORK-2024-11-SOC1,NETWORK-2024-11,Joint UK + US + Singapore AISIs (International Network),International Joint Testing Exercise 1 (Multilingual) - SG/U,2024-11-20,Societal;International-coordination,multilingual;low-resource-languages;llama-3.1-405b;meta;international-coordination;yoruba,Llama 3.1 405B,Post-deployment,https://sgaisi.sg/resources/a-pilot-testing-exercise-from-the-international-network-of-ai-safety-institutes/,Genuine capability finding (the one R177 mischaracterizes): Llama 3.1 405B performed best in English and substantially worse in low-resource languages such as Yoruba and Swahili.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE [FIX 2026-07-17: Models filled from report cluster/finding text (was blank).] Source URL updated from blog (https://sgaisi.sg/resources/a-pilot-testing-exercise-from-the-international-network-of-ai-safety-institutes/) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. REVERTED 2026-07-18: companion-paper swap was wrong (swapped paper URL now 404s); reverted to the original, already-verified blog URL. ACCESS TYPE FILLED 2026-07-19: Post-deployment -- joint testing exercise on already-released models (Llama 3.1 405B, etc.).",,,yes,no,capability-finding,government-AISI
FRANCE-2024-12-SOC1,FRANCE-2024-12,France PEReN/INESIA,Quels risques et quelles limites à la génération d'hypertrucages convaincants ?,2024-12-03,Societal,peren;facefusion;inswapper;simswap;gfpgan;deepfake;open-source-tool,"FaceFusion, inswapper_128_fp16, simswap_256, gfpgan_1.4 (open-source deepfake generation tools)",Post-deployment,https://www.peren.gouv.fr/fr/perenlab/2024-12-03-hypertrucages/,"PEReN found non-experts can produce deepfakes convincing enough that even informed viewers cannot reliably distinguish them from real images (annotator precision only 0.41, barely above random chance) using simple, publicly available open-source tools without post-generation retouching.",C2,C1,C2,C2,SPLIT,,,,,,,,"Verified: the tested tools (FaceFusion, inswapper_128_fp16, simswap_256, gfpgan_1.4) are community-maintained open-source/academic projects with no identifiable corporate owner -- no company exists to hold accountable, which is the reason for Trackable=no, not the absence of names.",,,,,Low,,,,,,Low,"NEW-CANDIDATE 2026-07-17 (correction after user challenge on France exclusion reasoning). CORRECTED CLASSIFICATION: originally omitted from the dataset entirely with the imprecise reason 'no named model' -- the tools ARE named; the correct reason for Trackable=no is that they are unaccountable open-source/academic projects, not that nothing was found. Kept in the sheet per the codebook's own descriptive/non-trackable stratification principle.",L'expérience met en évidence la capacité d'un attaquant à tromper un public averti avec ces outils simples d'utilisation et sans retouche logicielle après génération.,anonymized-model,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2024-12-BIO1,UKAISI-2024-12,UK AISI,Long-Form Tasks: Biological Protocol Generation Evaluation,2024-12-03,Bio-Chem,o1-preview;openai;bio-chem;biological-protocols;long-form-tasks;autograder,OpenAI o1-preview,Post-deployment,https://www.aisi.gov.uk/blog/long-form-tasks,"o1-preview achieved 86% feasibility on long-form biological protocol generation tasks, indicating substantial capability to produce actionable biological protocols. CAVEAT: >70% of a sampled subset of autograder-deemed 'feasible' solutions were downgraded by human expert graders (AISI 'Long-Form Tasks', Dec 3 2024) -- automated grading was systematically over-lenient.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Low,,,,,,High,"Outcome type 5 -- no company response; Medium+None -> Disproportionate [Report tested: Claude 3.5 Sonnet] [RECLASSIFIED 2026-07-15: Trackable->no; benchmark feasibility score + over-lenient autograder, not a demonstrated threat.]",More than 70% of these solutions were downgraded by the domain experts.,traceable,yes,no,capability-finding,government-AISI
UKAISI-2024-12-BIO2,UKAISI-2024-12,UK AISI,Long-Form Tasks: Biological Protocol Generation Evaluation,2024-12-03,Bio-Chem,claude-3.5-sonnet;anthropic;bio-chem;biological-protocols;long-form-tasks,Claude 3.5 Sonnet,Post-deployment,https://www.aisi.gov.uk/blog/long-form-tasks,Claude 3.5 Sonnet achieved 61% feasibility (second highest after o1-preview) and showed a ~30% improvement when given curated context access.,C1,C1,C1,C1,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE [Report tested: OpenAI o1-preview] RECLASSIFIED 2026-07-19: Severity=C2 (benchmark-score/relative-uplift/comparative-ranking per codebook S4 -- ""not, by itself, alarming"") contradicted Action Trackable?=yes; no company response ever existed (Action Level=None). Moved out of the accountability set per S1(3)'s standing exclusion for this exact finding type.",61% of solutions were deemed feasible (the second highest performer).,traceable,yes,no,capability-finding,government-AISI
APOLLO-2024-12-ALI1,APOLLO-2024-12,Apollo Research,Frontier Models are Capable of In-Context Scheming,2024-12-05,Alignment,apollo-research;o1;gpt-4o;gemini-1.5;llama-3.1-405b;claude-3.5-sonnet;claude-3-opus;scheming;in-context-scheming,"OpenAI o1, GPT-4o, Gemini-1.5, Llama-3.1-405B, Claude-3.5-Sonnet, Claude-3-Opus",Post-deployment,https://www.apolloresearch.ai/science/frontier-models-are-capable-of-incontext-scheming/,"Apollo Research's seminal multi-model study found several frontier models capable of in-context scheming (disabling oversight mechanisms, denying it afterward); o1 was the most persistent schemer, confessing in less than 20% of cases when confronted (compared to roughly 80% for Llama 3.1 405B and Claude 3 Opus).",C1,C1,C1,C1,yes,,,,,,,,,,,,,High,TIME (https://time.com/7202312/new-tests-reveal-ai-capacity-for-deception/),,"Joe Carlsmith (independent AI safety researcher, Open Philanthropy) critiqued the paper's framing on X (https://x.com/jkcarlsmith/status/1866232909558112508)",,,High,"NEW-CANDIDATE 2026-07-17 (third-party evaluator sweep). Independent Apollo research, no government AISI involvement. Companion academic paper identified: ""Frontier Models are Capable of In-Context Scheming"" (https://arxiv.org/abs/2412.04984) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.",o1 confesses in less than 20% of cases,traceable,yes,no,capability-finding,third-party-evaluator
CITADEL-2024-12-JAI1,CITADEL-2024-12,Citadel AI,Automated Red Teaming of LLM applications with LangCheck,2024-12-18,Jailbreaks,citadel-ai;gpt-4o;prompt-leakage;pii,GPT-4o,Post-deployment,http://citadel-ai.com/blog/2024/12/18/automated-red-teaming/,"Citadel AI's automated red-teaming of a demo GPT-4o healthcare chatbot found prompt-leakage vulnerabilities, including a case leaking patient PII despite system instructions prohibiting it.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Low,,,,,,High,NEW-CANDIDATE 2026-07-17 (evaluator-forum sweep).,"Slight prompt leakage was found in 20 out of 100 responses, and significant prompt leakage was found in 1 response.",traceable,yes,no,capability-finding,third-party-evaluator
JOINT-2024-12-BIO2,JOINT-2024-12,Joint UK AISI + US CAISI,Pre-deployment evaluation of OpenAI o1,2024-12-18,Bio-Chem;Transparency/Disclosure,o1;openai;bio-chem;tool-augmentation;dna-protein-sequencing;non-disclosure,OpenAI o1,Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-openais-o1-model,Bio tool-augmentation increased o1 performance particularly on DNA/protein sequencing tasks; UK AISI declined to publish its bio-domain findings.,C2,C2,C2,C2,yes,,,OpenAI's o1 system card acknowledged that the US and UK AI Safety Institutes conducted pre-deployment pre-deployment evaluations (with results stated as not included in the card) and classified o1 as Medium risk for CBRN under its Preparedness Framework with pre-training data filtering and deployment safeguards.,"a set of pre-deployment evaluations were conducted on a version of the o1 model by the U.S. AI Safety Institute (US AISI) and the UK Safety Institute (UK AISI), not included in this report.",2024-12-05,0,https://openai.com/index/openai-o1-system-card/,,,,,,Low,,,,,,High,"NEW-CANDIDATE [Report tested: o1-preview; GPT-4o; Claude 3.5 Sonnet] Companion academic paper identified: ""US AISI / UK AISI Joint Pre-Deployment Test: OpenAI o1"" (https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/6763fac97cd22a9484ac3c37_o1_uk_us_december_publication_final.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking. RECLASSIFIED 2026-07-19: Kunal reconsidered -- Finding/Key Quote are pure relative-uplift language (""performance increased... beyond use of the model alone""), no threshold crossed, unanimous C2 vote. The ""response"" I used to justify keeping it trackable is thin on reflection: OpenAI acknowledged evaluations occurred but explicitly did NOT disclose the bio-domain results, and the Medium-risk/safeguards classification isn't clearly tied to this specific finding rather than o1's general CBRN profile. Moved out of the accountability set, matching the other 6 relative-uplift reclassifications.","When o1 was augmented with this additional tooling, its performance increased on the research questions beyond the use of the model alone, particularly on DNA and protein sequencing-related tasks.",traceable,yes,no,capability-finding,government-AISI
JOINT-2024-12-BIO1,JOINT-2024-12,Joint UK AISI + US CAISI,Pre-deployment evaluation of OpenAI o1,2024-12-18,Bio-Chem,o1;openai;bio-chem;cbrn;human-baseline;reassuring-null,OpenAI o1; o1-preview; GPT-4o; Claude 3.5 Sonnet (reference),Pre-deployment,https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/6763fac97cd22a9484ac3c37_o1_uk_us_december_publication_final.pdf,OpenAI o1's performance on biological capability tasks was comparable to reference models and showed no alarming uplift over the baseline.,C2,C2,C2,C2,yes,,,Evaluation referenced in o1 System Card,,2024-09-12,0,https://openai.com/index/openai-o1-system-card,,,,,,Medium,,,,,,High,"Access type pre-deployment; Low severity confirmed by institute's own 'no alarming uplift' language; Low+Partial -> Proportionate Source URL updated from blog (https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-openais-o1-model) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,yes,no,capability-finding;reassuring-null,government-AISI
JOINT-2024-12-CYB2,JOINT-2024-12,Joint UK AISI + US CAISI,Pre-deployment evaluation of OpenAI o1,2024-12-18,Cyber,o1;openai;cyber;ctf;reassuring-null;uk-aisi,OpenAI o1; o1-preview; GPT-4o; Claude 3.5 Sonnet (reference),Pre-deployment,https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/6763fac97cd22a9484ac3c37_o1_uk_us_december_publication_final.pdf,"UK AISI cyber result (contradicts uplift narrative): o1 solved 36% of apprentice-level tasks vs 46% for best reference model — o1 performed LOWER, not higher.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-openais-o1-model) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,yes,no,capability-finding;reassuring-null,government-AISI
JOINT-2024-12-AUT1,JOINT-2024-12,Joint UK AISI + US CAISI,Pre-deployment evaluation of OpenAI o1,2024-12-18,Autonomy,o1;openai;autonomy;ai-rd;software-engineering;general-reasoning;reassuring-null,OpenAI o1; o1-preview; GPT-4o; Claude 3.5 Sonnet (reference),Pre-deployment,https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/6763fac97cd22a9484ac3c37_o1_uk_us_december_publication_final.pdf,"Software/AI R&D: US AISI o1 avg 48% improvement vs 49% best reference; UK AISI software engineering 50% vs 67%, general reasoning 57% vs 58%.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-openais-o1-model) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,yes,no,capability-finding;reassuring-null,government-AISI
REDWOOD-2024-12-ALI1,REDWOOD-2024-12-STATELESS,Redwood Research,Measuring whether AIs can statelessly strategize to subvert security measures,2024-12-20,Alignment,redwood-research;claude-3.5-sonnet;deepseek-r1-lite;ai-control;security-subversion,"Claude 3.5 Sonnet, DeepSeek-R1-Lite",Post-deployment,https://blog.redwoodresearch.org/p/measuring-whether-ais-can-statelessly,"Redwood Research found Claude 3.5 Sonnet could win against a security-auditing control protocol with relatively high probability without inter-episode coordination, frequently choosing to attack with an estimated 0.1 probability; DeepSeek-R1-Lite showed a similar but less reliable strategy, more often making critical reasoning errors that caused it to attack with certainty.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-18 (completeness sweep, checking for other missed evaluators beyond Shanghai AI Lab). Verified directly against live source. Companion academic paper identified: ""Subversion Strategy Eval"" (https://arxiv.org/abs/2412.12480) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.",Claude wins with relatively high probability against the small upfront auditing setting unaided. Claude frequently concludes it should attack with probability 0.1.,traceable,yes,no,capability-finding,third-party-evaluator
